CustomerID,First Name,Last Name,Age,Gender,Address,City,ContactNumber,Email,AccountType,AccountBalance,DateOfAccountOpening,LastTransactionDate,TransactionID,TransactionDate,TransactionType,TransactionAmount,AccountBalanceAfterTransaction,BranchID,LoanID,LoanAmount,LoanType,InterestRate,LoanTerm,Approval/Rejection Date,LoanStatus,Loan Payment History,CardID,CardType,CreditLimit,CreditCardBalance,MinimumPaymentDue,PaymentDueDate,LastCreditCardPaymentDate,CreditCardPaymentHistory,Rewards Points,FeedbackID,FeedbackDate,Feedback Type,FeedbackText,Resolution Status,ResolutionDate
4860,Michelle,Walker,18,Other,Address_4860,Fort Worth,1.23457E+12,michelle.walker@example.com,Current,361.74,7/29/2022,11/24/2023,4860,11/27/2023,Withdrawal,2259.23,2620.97,53,4860,23543.3,Auto,6.62,36,8/31/2022,Approved,PaymentHistory_4860,4860,Visa,9815.94,1696.55,84.83,7/25/2023,2/17/2023,CreditPaymentHistory_4860,4936,4860,5/28/2023,Suggestion,FeedbackText_4860,Pending,8/23/2023
4861,William,Nguyen,40,Male,Address_4861,Seattle,1.23457E+12,william.nguyen@example.com,Savings,2567.72,11/15/2017,2/5/2023,4861,8/29/2023,Transfer,2508.1,59.62,18,4861,23060.63,Personal,1.86,48,8/31/2022,Closed,PaymentHistory_4861,4861,MasterCard,8422.43,3213.23,160.66,4/19/2023,4/5/2023,CreditPaymentHistory_4861,2301,4861,5/15/2023,Suggestion,FeedbackText_4861,Pending,5/10/2023
4862,Stephanie,Nelson,39,Other,Address_4862,Dallas,1.23457E+12,stephanie.nelson@example.com,Savings,1576.74,4/2/2018,11/13/2023,4862,4/4/2023,Deposit,285.34,1291.4,7,4862,42290.08,Personal,2.13,36,4/6/2020,Rejected,PaymentHistory_4862,4862,AMEX,8866.29,3500.6,175.03,3/21/2023,4/10/2023,CreditPaymentHistory_4862,3314,4862,9/5/2023,Praise,FeedbackText_4862,Pending,10/5/2023
4863,Michael,Thompson,59,Other,Address_4863,Nashville,1.23457E+12,michael.thompson@example.com,Current,109.94,6/6/2017,8/19/2023,4863,12/29/2023,Transfer,420.67,530.61,35,4863,22408.57,Personal,8.33,48,1/19/2022,Closed,PaymentHistory_4863,4863,AMEX,2847.54,3942.16,197.11,12/8/2023,4/7/2023,CreditPaymentHistory_4863,1271,4863,7/10/2023,Complaint,FeedbackText_4863,Resolved,3/10/2023
4864,Steven,Brown,47,Female,Address_4864,Omaha,1.23457E+12,steven.brown@example.com,Current,5197.91,12/17/2009,4/10/2023,4864,3/10/2023,Withdrawal,634.38,5832.29,44,4864,48942.06,Auto,4.88,60,8/15/2022,Rejected,PaymentHistory_4864,4864,MasterCard,1234.7,1828.88,91.44,2/2/2023,1/23/2023,CreditPaymentHistory_4864,1624,4864,9/30/2023,Complaint,FeedbackText_4864,Pending,8/25/2023
4865,William,Thomas,19,Other,Address_4865,Las Vegas,1.23457E+12,william.thomas@example.com,Current,3872.97,3/5/2022,7/18/2023,4865,1/6/2023,Withdrawal,208.08,3664.89,71,4865,16237.21,Auto,2.94,12,10/17/2020,Approved,PaymentHistory_4865,4865,MasterCard,6899.8,2425.69,121.28,9/30/2023,4/16/2023,CreditPaymentHistory_4865,9773,4865,7/2/2023,Suggestion,FeedbackText_4865,Pending,8/7/2023
4866,Jessica,Miller,34,Female,Address_4866,Fresno,1.23457E+12,jessica.miller@example.com,Current,6171.47,5/22/2006,7/12/2023,4866,7/25/2023,Deposit,4887.46,11058.93,39,4866,34948.22,Personal,1.83,36,6/28/2022,Approved,PaymentHistory_4866,4866,AMEX,7208.54,3911.87,195.59,7/11/2023,11/29/2023,CreditPaymentHistory_4866,9546,4866,8/7/2023,Praise,FeedbackText_4866,Pending,12/10/2023
4867,Karen,Perez,58,Female,Address_4867,San Diego,1.23457E+12,karen.perez@example.com,Savings,2242.01,5/22/2004,6/19/2023,4867,1/16/2023,Deposit,1197.37,3439.38,11,4867,38187.88,Mortgage,3.37,12,5/26/2022,Closed,PaymentHistory_4867,4867,Visa,9256.53,4344.13,217.21,1/15/2023,8/12/2023,CreditPaymentHistory_4867,8133,4867,12/1/2023,Praise,FeedbackText_4867,Resolved,5/27/2023
4868,Ashley,Lewis,67,Male,Address_4868,Tucson,1.23457E+12,ashley.lewis@example.com,Current,8327.43,1/28/2019,5/22/2023,4868,3/1/2023,Deposit,4398.81,12726.24,10,4868,31889.79,Auto,3.66,24,7/10/2021,Closed,PaymentHistory_4868,4868,Visa,6014.54,1424.18,71.21,8/24/2023,1/25/2023,CreditPaymentHistory_4868,8243,4868,4/29/2023,Complaint,FeedbackText_4868,Pending,4/8/2023
4869,Deborah,Hernandez,37,Female,Address_4869,El Paso,1.23457E+12,deborah.hernandez@example.com,Current,3893.32,12/2/2018,9/5/2023,4869,5/22/2023,Deposit,3923.84,-30.52,98,4869,18985.34,Personal,9.85,60,10/13/2022,Closed,PaymentHistory_4869,4869,MasterCard,4816.76,1210.69,60.53,12/21/2023,8/4/2023,CreditPaymentHistory_4869,8748,4869,12/30/2023,Complaint,FeedbackText_4869,Resolved,5/12/2023
4870,Elizabeth,Allen,26,Male,Address_4870,San Jose,1.23457E+12,elizabeth.allen@example.com,Current,4880.76,12/13/2011,11/17/2023,4870,10/16/2023,Withdrawal,3532.37,8413.13,88,4870,13613.35,Personal,8.51,48,6/21/2021,Approved,PaymentHistory_4870,4870,Visa,9409.36,1700.43,85.02,11/11/2023,7/4/2023,CreditPaymentHistory_4870,243,4870,1/14/2023,Suggestion,FeedbackText_4870,Pending,3/8/2023
4871,Karen,Lewis,28,Female,Address_4871,Columbus,1.23457E+12,karen.lewis@example.com,Current,7351.61,6/26/2002,1/12/2023,4871,12/23/2023,Withdrawal,3293,10644.61,76,4871,30609.83,Personal,1.71,48,10/22/2020,Closed,PaymentHistory_4871,4871,Visa,2790.59,2952.07,147.6,8/29/2023,1/26/2023,CreditPaymentHistory_4871,223,4871,1/16/2023,Complaint,FeedbackText_4871,Resolved,6/11/2023
4872,Donna,Hill,34,Female,Address_4872,Columbus,1.23457E+12,donna.hill@example.com,Current,1745.03,6/13/2009,7/30/2023,4872,7/25/2023,Deposit,2498.11,4243.14,9,4872,33272.93,Personal,7.74,24,8/13/2021,Closed,PaymentHistory_4872,4872,MasterCard,5218.06,4162.51,208.13,1/29/2023,10/10/2023,CreditPaymentHistory_4872,1076,4872,3/18/2023,Suggestion,FeedbackText_4872,Pending,1/7/2023
4873,Christopher,Lopez,31,Other,Address_4873,Indianapolis,1.23457E+12,christopher.lopez@example.com,Savings,2697.2,11/10/2005,9/27/2023,4873,2/9/2023,Transfer,2823.51,-126.31,86,4873,13623.49,Personal,6.08,36,8/26/2021,Rejected,PaymentHistory_4873,4873,MasterCard,1391.4,3221.11,161.06,3/31/2023,6/13/2023,CreditPaymentHistory_4873,2874,4873,8/5/2023,Suggestion,FeedbackText_4873,Resolved,9/14/2023
4874,Margaret,Miller,35,Male,Address_4874,Kansas City,1.23457E+12,margaret.miller@example.com,Savings,1632.04,8/17/2001,11/19/2023,4874,1/9/2023,Deposit,4454.39,-2822.35,96,4874,17487.97,Personal,3.06,48,8/29/2021,Rejected,PaymentHistory_4874,4874,Visa,8151.58,1011.18,50.56,1/23/2023,2/1/2023,CreditPaymentHistory_4874,5786,4874,2/4/2023,Complaint,FeedbackText_4874,Resolved,6/26/2023
4875,Richard,Hill,35,Other,Address_4875,Colorado Springs,1.23457E+12,richard.hill@example.com,Savings,7704.01,10/4/2021,4/25/2023,4875,4/1/2023,Deposit,3889.85,11593.86,8,4875,43241.09,Personal,7.72,36,12/25/2022,Approved,PaymentHistory_4875,4875,AMEX,6613.3,258.85,12.94,11/6/2023,9/27/2023,CreditPaymentHistory_4875,7853,4875,1/15/2023,Suggestion,FeedbackText_4875,Pending,8/16/2023
4876,Melissa,Adams,61,Female,Address_4876,Detroit,1.23457E+12,melissa.adams@example.com,Current,1065.47,3/19/2004,12/21/2023,4876,7/14/2023,Deposit,1161.83,-96.36,48,4876,40715.11,Mortgage,1.27,48,11/10/2020,Approved,PaymentHistory_4876,4876,Visa,3610.42,2780.78,139.04,4/6/2023,6/23/2023,CreditPaymentHistory_4876,1535,4876,11/22/2023,Suggestion,FeedbackText_4876,Pending,4/28/2023
4877,Michael,Mitchell,67,Male,Address_4877,Detroit,1.23457E+12,michael.mitchell@example.com,Current,4941.13,11/6/2022,11/19/2023,4877,7/21/2023,Transfer,530.11,4411.02,21,4877,10005.26,Personal,7.58,36,8/14/2020,Rejected,PaymentHistory_4877,4877,AMEX,5852.22,3812.98,190.65,4/20/2023,12/24/2023,CreditPaymentHistory_4877,6173,4877,1/20/2023,Praise,FeedbackText_4877,Pending,2/15/2023
4878,Elizabeth,Sanchez,25,Female,Address_4878,New York,1.23457E+12,elizabeth.sanchez@example.com,Savings,7524.11,7/20/2021,9/27/2023,4878,2/17/2023,Deposit,1475.74,6048.37,80,4878,46734.44,Personal,9.06,12,1/17/2022,Approved,PaymentHistory_4878,4878,Visa,7184.61,2526.62,126.33,4/17/2023,3/30/2023,CreditPaymentHistory_4878,8392,4878,7/3/2023,Complaint,FeedbackText_4878,Pending,5/18/2023
4879,Donna,Flores,46,Female,Address_4879,Albuquerque,1.23457E+12,donna.flores@example.com,Savings,5126.84,4/10/2019,10/28/2023,4879,9/23/2023,Withdrawal,671.31,5798.15,97,4879,31773.61,Auto,8.94,36,3/13/2022,Closed,PaymentHistory_4879,4879,AMEX,8122.22,1832.59,91.63,7/4/2023,10/13/2023,CreditPaymentHistory_4879,8472,4879,6/27/2023,Complaint,FeedbackText_4879,Resolved,6/24/2023
4880,James,Rodriguez,25,Other,Address_4880,Charlotte,1.23457E+12,james.rodriguez@example.com,Current,5135.9,4/4/2019,5/17/2023,4880,9/2/2023,Transfer,4772.77,9908.67,89,4880,25340.98,Personal,7.95,24,9/14/2021,Closed,PaymentHistory_4880,4880,MasterCard,1928.71,989.1,49.46,5/13/2023,5/8/2023,CreditPaymentHistory_4880,6992,4880,8/4/2023,Complaint,FeedbackText_4880,Pending,12/11/2023
4881,Anthony,Green,43,Male,Address_4881,Nashville,1.23457E+12,anthony.green@example.com,Current,730.38,2/21/2001,6/6/2023,4881,9/19/2023,Withdrawal,1919.84,-1189.46,6,4881,10842.36,Personal,9.41,48,12/29/2022,Approved,PaymentHistory_4881,4881,Visa,2733.12,2872.68,143.63,2/20/2023,6/10/2023,CreditPaymentHistory_4881,4798,4881,8/11/2023,Complaint,FeedbackText_4881,Pending,10/10/2023
4882,Melissa,King,45,Male,Address_4882,Seattle,1.23457E+12,melissa.king@example.com,Savings,7850.33,11/27/2011,3/2/2023,4882,11/14/2023,Transfer,874.41,6975.92,59,4882,36779.56,Mortgage,7.37,60,1/23/2022,Closed,PaymentHistory_4882,4882,MasterCard,5704.82,3057.87,152.89,8/31/2023,4/29/2023,CreditPaymentHistory_4882,7395,4882,10/16/2023,Suggestion,FeedbackText_4882,Pending,9/16/2023
4883,Linda,Hall,25,Male,Address_4883,Baltimore,1.23457E+12,linda.hall@example.com,Savings,6079.68,12/3/2018,10/16/2023,4883,1/31/2023,Transfer,3115.62,2964.06,68,4883,46118.96,Mortgage,7.18,36,8/29/2022,Rejected,PaymentHistory_4883,4883,AMEX,7392.6,4172.33,208.62,7/27/2023,6/20/2023,CreditPaymentHistory_4883,4382,4883,12/1/2023,Praise,FeedbackText_4883,Pending,8/25/2023
4884,Melissa,Gonzalez,37,Female,Address_4884,San Jose,1.23457E+12,melissa.gonzalez@example.com,Savings,6708.38,1/25/2012,11/24/2023,4884,9/19/2023,Deposit,1997.17,4711.21,23,4884,4182.47,Mortgage,1.24,60,3/31/2022,Closed,PaymentHistory_4884,4884,MasterCard,8920.04,3696.42,184.82,11/20/2023,11/21/2023,CreditPaymentHistory_4884,5899,4884,1/28/2023,Praise,FeedbackText_4884,Resolved,12/16/2023
4885,Carol,Scott,64,Male,Address_4885,Las Vegas,1.23457E+12,carol.scott@example.com,Savings,7681.42,1/3/2019,6/17/2023,4885,12/17/2023,Withdrawal,1097.63,8779.05,73,4885,26516.49,Mortgage,2.57,36,3/9/2022,Rejected,PaymentHistory_4885,4885,MasterCard,5901.81,2577.01,128.85,6/14/2023,1/14/2023,CreditPaymentHistory_4885,304,4885,1/12/2023,Suggestion,FeedbackText_4885,Resolved,5/29/2023
4886,Thomas,Harris,25,Female,Address_4886,Baltimore,1.23457E+12,thomas.harris@example.com,Current,5650.12,7/30/2010,12/24/2023,4886,2/3/2023,Transfer,297.78,5352.34,75,4886,43979.47,Personal,8.03,12,1/22/2020,Rejected,PaymentHistory_4886,4886,AMEX,3741.98,4047.75,202.39,11/4/2023,8/13/2023,CreditPaymentHistory_4886,6220,4886,11/3/2023,Suggestion,FeedbackText_4886,Resolved,10/23/2023
4887,David,White,31,Female,Address_4887,Los Angeles,1.23457E+12,david.white@example.com,Savings,5135.37,5/27/2012,1/23/2023,4887,9/2/2023,Withdrawal,471.41,5606.78,35,4887,47673.62,Mortgage,9.98,60,11/22/2022,Approved,PaymentHistory_4887,4887,AMEX,8720.31,566.8,28.34,5/22/2023,11/13/2023,CreditPaymentHistory_4887,6253,4887,5/20/2023,Complaint,FeedbackText_4887,Pending,12/8/2023
4888,Jennifer,Baker,30,Female,Address_4888,Denver,1.23457E+12,jennifer.baker@example.com,Savings,6665.34,1/15/2011,2/28/2023,4888,12/15/2023,Transfer,2820.96,3844.38,12,4888,4534.85,Personal,7.48,24,6/30/2022,Rejected,PaymentHistory_4888,4888,Visa,9647.41,1194.41,59.72,11/24/2023,1/21/2023,CreditPaymentHistory_4888,8164,4888,7/19/2023,Praise,FeedbackText_4888,Resolved,12/19/2023
4889,Kevin,Taylor,57,Male,Address_4889,Boston,1.23457E+12,kevin.taylor@example.com,Current,9010.08,5/18/2009,12/22/2023,4889,11/19/2023,Deposit,3754.23,5255.85,99,4889,39761.69,Personal,6.22,60,1/18/2020,Closed,PaymentHistory_4889,4889,AMEX,3241.54,3766.48,188.32,7/15/2023,8/13/2023,CreditPaymentHistory_4889,1908,4889,7/18/2023,Complaint,FeedbackText_4889,Pending,12/19/2023
4890,Matthew,Johnson,34,Other,Address_4890,Columbus,1.23457E+12,matthew.johnson@example.com,Savings,6421.12,10/2/2002,11/8/2023,4890,9/25/2023,Transfer,4629.67,1791.45,71,4890,14788.91,Mortgage,2.65,36,11/19/2022,Rejected,PaymentHistory_4890,4890,AMEX,6419.52,2108.03,105.4,2/18/2023,1/29/2023,CreditPaymentHistory_4890,4442,4890,3/18/2023,Complaint,FeedbackText_4890,Pending,6/17/2023
4891,Joshua,Gonzalez,68,Female,Address_4891,Philadelphia,1.23457E+12,joshua.gonzalez@example.com,Current,7904.39,12/9/2011,6/20/2023,4891,10/21/2023,Withdrawal,2931.32,10835.71,57,4891,27533.71,Mortgage,9.53,24,1/10/2021,Rejected,PaymentHistory_4891,4891,AMEX,3893.38,2869,143.45,5/5/2023,3/14/2023,CreditPaymentHistory_4891,73,4891,7/7/2023,Complaint,FeedbackText_4891,Resolved,5/7/2023
4892,Ronald,Walker,43,Other,Address_4892,Fort Worth,1.23457E+12,ronald.walker@example.com,Savings,4854.69,2/10/2017,3/25/2023,4892,7/30/2023,Withdrawal,3267.04,1587.65,29,4892,39402.89,Mortgage,6.85,12,6/26/2022,Closed,PaymentHistory_4892,4892,AMEX,8736.01,4315.43,215.77,2/9/2023,12/28/2023,CreditPaymentHistory_4892,9340,4892,7/13/2023,Complaint,FeedbackText_4892,Resolved,5/28/2023
4893,Betty,Lewis,23,Male,Address_4893,Oklahoma City,1.23457E+12,betty.lewis@example.com,Savings,5936.76,2/27/2008,9/5/2023,4893,5/15/2023,Withdrawal,1217.51,7154.27,85,4893,27711.59,Personal,5.4,60,1/14/2020,Rejected,PaymentHistory_4893,4893,MasterCard,4677.72,4642.2,232.11,9/21/2023,4/1/2023,CreditPaymentHistory_4893,6011,4893,5/5/2023,Praise,FeedbackText_4893,Pending,11/28/2023
4894,Steven,Roberts,34,Male,Address_4894,El Paso,1.23457E+12,steven.roberts@example.com,Current,1883.48,3/15/2001,11/10/2023,4894,3/5/2023,Withdrawal,1379.07,504.41,67,4894,6392.94,Personal,8.75,24,9/7/2021,Rejected,PaymentHistory_4894,4894,MasterCard,9225.16,4642.49,232.12,3/18/2023,5/17/2023,CreditPaymentHistory_4894,3175,4894,11/6/2023,Complaint,FeedbackText_4894,Resolved,1/30/2023
4895,Paul,Ramirez,21,Male,Address_4895,Baltimore,1.23457E+12,paul.ramirez@example.com,Savings,4936.33,1/11/2005,5/14/2023,4895,9/4/2023,Transfer,2093.65,2842.68,61,4895,29936.21,Auto,9.58,60,8/9/2020,Closed,PaymentHistory_4895,4895,AMEX,5274.18,1775.61,88.78,2/13/2023,4/6/2023,CreditPaymentHistory_4895,9585,4895,10/15/2023,Complaint,FeedbackText_4895,Pending,11/10/2023
4896,David,Clark,42,Male,Address_4896,Baltimore,1.23457E+12,david.clark@example.com,Current,1574.01,10/14/2008,10/15/2023,4896,11/29/2023,Transfer,4344.99,5919,61,4896,6772.73,Personal,4.34,12,7/31/2020,Approved,PaymentHistory_4896,4896,MasterCard,7588.55,3094.04,154.7,12/10/2023,12/27/2023,CreditPaymentHistory_4896,6181,4896,3/13/2023,Suggestion,FeedbackText_4896,Resolved,2/25/2023
4897,Karen,Anderson,24,Male,Address_4897,Kansas City,1.23457E+12,karen.anderson@example.com,Current,4723.51,6/13/2002,7/12/2023,4897,10/4/2023,Transfer,2182.39,2541.12,88,4897,18024.74,Mortgage,5.64,12,9/11/2020,Approved,PaymentHistory_4897,4897,Visa,4102.11,3108.16,155.41,4/10/2023,3/15/2023,CreditPaymentHistory_4897,9347,4897,5/7/2023,Praise,FeedbackText_4897,Resolved,4/7/2023
4898,Charles,Walker,34,Other,Address_4898,Baltimore,1.23457E+12,charles.walker@example.com,Savings,743.02,10/12/2001,7/7/2023,4898,3/19/2023,Transfer,1205.78,1948.8,30,4898,28353.32,Personal,2.04,12,10/7/2021,Closed,PaymentHistory_4898,4898,MasterCard,5741.45,1430.19,71.51,5/27/2023,9/10/2023,CreditPaymentHistory_4898,9994,4898,8/7/2023,Complaint,FeedbackText_4898,Pending,10/3/2023
4899,Mary,Flores,39,Male,Address_4899,Baltimore,1.23457E+12,mary.flores@example.com,Current,5804.45,5/5/2021,6/1/2023,4899,6/13/2023,Deposit,4598.29,1206.16,27,4899,49579.33,Mortgage,9.64,12,6/8/2021,Closed,PaymentHistory_4899,4899,AMEX,7213.73,2288.43,114.42,4/13/2023,11/9/2023,CreditPaymentHistory_4899,6203,4899,8/3/2023,Praise,FeedbackText_4899,Resolved,7/1/2023
4900,Kevin,Anderson,45,Male,Address_4900,Mesa,1.23457E+12,kevin.anderson@example.com,Current,2938.68,12/22/2020,6/6/2023,4900,3/18/2023,Transfer,2063.06,5001.74,93,4900,36619.59,Mortgage,2.09,24,5/14/2021,Approved,PaymentHistory_4900,4900,AMEX,2712.88,2084.89,104.24,5/26/2023,1/28/2023,CreditPaymentHistory_4900,9539,4900,11/23/2023,Complaint,FeedbackText_4900,Resolved,9/17/2023
4901,Donna,Allen,67,Male,Address_4901,Fresno,1.23457E+12,donna.allen@example.com,Current,8432.27,8/25/2013,1/8/2023,4901,6/26/2023,Deposit,406.76,8839.03,30,4901,15861.83,Mortgage,9.36,24,5/8/2021,Closed,PaymentHistory_4901,4901,MasterCard,2568.46,3413.93,170.7,10/31/2023,1/29/2023,CreditPaymentHistory_4901,9822,4901,4/13/2023,Suggestion,FeedbackText_4901,Pending,4/3/2023
4902,Michelle,Martin,23,Male,Address_4902,Indianapolis,1.23457E+12,michelle.martin@example.com,Savings,3825.01,1/6/2007,9/26/2023,4902,4/7/2023,Transfer,2731.92,6556.93,55,4902,43951.07,Auto,2.72,12,3/21/2020,Rejected,PaymentHistory_4902,4902,Visa,1782.69,2989.52,149.48,1/18/2023,8/23/2023,CreditPaymentHistory_4902,6715,4902,10/12/2023,Suggestion,FeedbackText_4902,Resolved,11/20/2023
4903,Margaret,Adams,47,Male,Address_4903,Las Vegas,1.23457E+12,margaret.adams@example.com,Current,9185.96,8/19/2016,3/4/2023,4903,5/19/2023,Transfer,3135.91,12321.87,23,4903,12081.21,Personal,9.18,36,8/12/2020,Rejected,PaymentHistory_4903,4903,Visa,4170.35,4540.28,227.01,6/2/2023,8/6/2023,CreditPaymentHistory_4903,6344,4903,4/8/2023,Praise,FeedbackText_4903,Resolved,2/25/2023
4904,Stephanie,Lopez,27,Female,Address_4904,Columbus,1.23457E+12,stephanie.lopez@example.com,Savings,4781.59,7/17/2011,1/25/2023,4904,8/31/2023,Transfer,4777.37,4.22,37,4904,19815.6,Auto,5.07,24,4/16/2022,Rejected,PaymentHistory_4904,4904,AMEX,6303.61,1248.93,62.45,3/30/2023,4/27/2023,CreditPaymentHistory_4904,2884,4904,1/17/2023,Praise,FeedbackText_4904,Resolved,1/11/2023
4905,Kevin,Torres,67,Female,Address_4905,Detroit,1.23457E+12,kevin.torres@example.com,Current,8503.84,5/11/2010,6/6/2023,4905,12/25/2023,Deposit,4034.93,12538.77,26,4905,32704.04,Mortgage,6.33,12,4/25/2021,Closed,PaymentHistory_4905,4905,Visa,1973.4,3001.59,150.08,1/27/2023,2/20/2023,CreditPaymentHistory_4905,2090,4905,1/15/2023,Complaint,FeedbackText_4905,Pending,2/4/2023
4906,Paul,Rodriguez,56,Other,Address_4906,San Diego,1.23457E+12,paul.rodriguez@example.com,Current,3042.99,2/24/2000,7/6/2023,4906,12/11/2023,Transfer,514.55,3557.54,36,4906,21117.51,Auto,1.32,24,6/28/2022,Approved,PaymentHistory_4906,4906,AMEX,2347.55,3500.84,175.04,7/17/2023,7/6/2023,CreditPaymentHistory_4906,7511,4906,4/24/2023,Complaint,FeedbackText_4906,Resolved,2/21/2023
4907,Joseph,Thompson,31,Male,Address_4907,Columbus,1.23457E+12,joseph.thompson@example.com,Current,4570.86,2/26/2004,11/13/2023,4907,12/25/2023,Transfer,2564.51,7135.37,92,4907,36749.27,Auto,4.55,60,8/25/2021,Approved,PaymentHistory_4907,4907,AMEX,8083.38,296.97,14.85,12/7/2023,12/19/2023,CreditPaymentHistory_4907,8317,4907,3/25/2023,Praise,FeedbackText_4907,Pending,6/13/2023
4908,Betty,Davis,63,Other,Address_4908,Milwaukee,1.23457E+12,betty.davis@example.com,Current,6373.29,4/19/2015,3/29/2023,4908,9/8/2023,Transfer,2176.23,4197.06,63,4908,32879.75,Auto,5.44,36,2/26/2021,Approved,PaymentHistory_4908,4908,Visa,4932.52,3181.16,159.06,2/15/2023,10/24/2023,CreditPaymentHistory_4908,803,4908,8/22/2023,Suggestion,FeedbackText_4908,Pending,11/14/2023
4909,Karen,Young,59,Other,Address_4909,Los Angeles,1.23457E+12,karen.young@example.com,Current,2660.64,5/1/2013,5/5/2023,4909,10/7/2023,Withdrawal,1973.28,4633.92,37,4909,33696.94,Personal,1.08,12,1/11/2022,Rejected,PaymentHistory_4909,4909,AMEX,1802.35,2970.31,148.52,4/23/2023,1/19/2023,CreditPaymentHistory_4909,3466,4909,2/5/2023,Suggestion,FeedbackText_4909,Pending,6/20/2023
4910,Kimberly,Mitchell,39,Male,Address_4910,Houston,1.23457E+12,kimberly.mitchell@example.com,Current,6607.55,9/16/2013,8/31/2023,4910,10/5/2023,Withdrawal,707.67,5899.88,51,4910,21592.92,Mortgage,6.95,36,3/7/2021,Approved,PaymentHistory_4910,4910,MasterCard,3871.22,1596.11,79.81,6/9/2023,10/6/2023,CreditPaymentHistory_4910,388,4910,7/4/2023,Complaint,FeedbackText_4910,Pending,6/11/2023
4911,Lisa,Wilson,58,Male,Address_4911,New York,1.23457E+12,lisa.wilson@example.com,Savings,2957.16,12/29/2015,1/26/2023,4911,6/20/2023,Withdrawal,1882.93,1074.23,68,4911,3701.37,Auto,8.55,24,1/29/2022,Approved,PaymentHistory_4911,4911,MasterCard,5162.99,4924.46,246.22,6/7/2023,11/20/2023,CreditPaymentHistory_4911,229,4911,1/22/2023,Suggestion,FeedbackText_4911,Resolved,3/2/2023
4912,William,Clark,43,Female,Address_4912,Oklahoma City,1.23457E+12,william.clark@example.com,Savings,4894.5,3/15/2006,3/25/2023,4912,6/28/2023,Deposit,2355.75,7250.25,93,4912,43762.66,Auto,1.22,24,3/6/2022,Closed,PaymentHistory_4912,4912,MasterCard,3128.59,2037.23,101.86,7/31/2023,8/11/2023,CreditPaymentHistory_4912,6709,4912,2/9/2023,Suggestion,FeedbackText_4912,Pending,7/17/2023
4913,Richard,Harris,27,Male,Address_4913,Columbus,1.23457E+12,richard.harris@example.com,Savings,331.36,10/7/2016,7/15/2023,4913,6/26/2023,Transfer,1102.18,1433.54,78,4913,4627.12,Mortgage,5.43,60,2/19/2022,Closed,PaymentHistory_4913,4913,MasterCard,7097.69,871.34,43.57,2/22/2023,1/28/2023,CreditPaymentHistory_4913,3087,4913,3/8/2023,Complaint,FeedbackText_4913,Pending,2/14/2023
4914,Patricia,Gonzalez,19,Female,Address_4914,Omaha,1.23457E+12,patricia.gonzalez@example.com,Current,874,4/12/2009,10/5/2023,4914,10/5/2023,Deposit,2883.52,-2009.52,63,4914,23737.69,Personal,1.3,12,12/7/2020,Rejected,PaymentHistory_4914,4914,MasterCard,8262.81,2769.8,138.49,10/25/2023,11/26/2023,CreditPaymentHistory_4914,2853,4914,11/22/2023,Praise,FeedbackText_4914,Resolved,7/13/2023
4915,Lisa,Lee,20,Other,Address_4915,Boston,1.23457E+12,lisa.lee@example.com,Savings,2348.3,12/8/2011,5/15/2023,4915,12/1/2023,Transfer,1114.2,1234.1,37,4915,15795.07,Mortgage,8.86,12,10/23/2022,Closed,PaymentHistory_4915,4915,MasterCard,7973,1796.63,89.83,5/7/2023,4/29/2023,CreditPaymentHistory_4915,8778,4915,4/14/2023,Complaint,FeedbackText_4915,Resolved,10/18/2023
4916,John,Hall,65,Other,Address_4916,Boston,1.23457E+12,john.hall@example.com,Current,8084.28,9/3/2019,11/14/2023,4916,1/18/2023,Deposit,615.38,8699.66,97,4916,15520.22,Mortgage,2.45,48,1/20/2022,Closed,PaymentHistory_4916,4916,MasterCard,6109.54,1160.99,58.05,3/8/2023,11/24/2023,CreditPaymentHistory_4916,7368,4916,8/29/2023,Praise,FeedbackText_4916,Pending,10/25/2023
4917,Kevin,Walker,59,Female,Address_4917,Chicago,1.23457E+12,kevin.walker@example.com,Savings,6637.8,1/11/2005,4/28/2023,4917,10/27/2023,Withdrawal,4920.09,11557.89,31,4917,12104.59,Personal,1.53,60,10/2/2021,Rejected,PaymentHistory_4917,4917,AMEX,5103.98,1679.6,83.98,10/15/2023,2/3/2023,CreditPaymentHistory_4917,663,4917,7/21/2023,Suggestion,FeedbackText_4917,Pending,4/2/2023
4918,Nancy,Torres,28,Female,Address_4918,Phoenix,1.23457E+12,nancy.torres@example.com,Current,8945.14,12/24/2004,9/23/2023,4918,4/19/2023,Transfer,3445.12,5500.02,78,4918,14310.98,Mortgage,8.72,36,2/21/2020,Closed,PaymentHistory_4918,4918,AMEX,9339.88,3670.81,183.54,1/15/2023,2/2/2023,CreditPaymentHistory_4918,485,4918,12/5/2023,Praise,FeedbackText_4918,Pending,3/7/2023
4919,Patricia,Mitchell,27,Male,Address_4919,Kansas City,1.23457E+12,patricia.mitchell@example.com,Savings,9056.64,7/5/2006,10/14/2023,4919,2/1/2023,Withdrawal,2978.04,12034.68,25,4919,47811.72,Auto,5,12,6/14/2020,Rejected,PaymentHistory_4919,4919,MasterCard,2030.53,1497.15,74.86,3/28/2023,11/7/2023,CreditPaymentHistory_4919,7539,4919,5/7/2023,Praise,FeedbackText_4919,Pending,12/31/2023
