Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
3685,Donna,Jones,58,Other,Address_3685,Portland,19458798538,donna.jones@kag.com,Savings,9846.08,2/10/2010,1/2/2023,3685,6/24/2023,Transfer,224.91,9621.17,53,3685,36293.31,Personal,2.7,24,10/19/2021,Approved,3685,Visa,4857.12,268.98,13.45,1/2/2023,7/2/2023,6972,3685,8/2/2023,Praise,Pending,7/12/2023
3686,Betty,Anderson,37,Other,Address_3686,Seattle,19458798539,betty.anderson@kag.com,Savings,7591.23,7/30/2015,1/30/2023,3686,10/23/2023,Deposit,4310.28,3280.95,14,3686,25589.42,Mortgage,2.08,48,1/17/2021,Approved,3686,MasterCard,2251.26,3807.89,190.39,5/9/2023,10/24/2023,3873,3686,7/18/2023,Suggestion,Pending,3/17/2023
3687,Charles,Thomas,38,Other,Address_3687,Mesa,19458798540,charles.thomas@kag.com,Savings,4871.87,12/27/2013,6/21/2023,3687,8/5/2023,Deposit,700.74,4171.13,46,3687,41200.17,Auto,2.78,36,5/29/2020,Closed,3687,AMEX,8055.99,1848.01,92.4,10/20/2023,8/30/2023,7579,3687,10/8/2023,Suggestion,Resolved,12/28/2023
3688,Kevin,Smith,51,Other,Address_3688,Portland,19458798541,kevin.smith@kag.com,Savings,2337.72,7/13/2011,9/7/2023,3688,2/5/2023,Withdrawal,1202.85,1134.87,78,3688,11602.1,Auto,2.4,12,2/20/2022,Approved,3688,MasterCard,5549.35,941.82,47.09,12/25/2023,3/5/2023,285,3688,12/20/2023,Suggestion,Pending,7/11/2023
3689,Karen,Thomas,66,Female,Address_3689,Dallas,19458798542,karen.thomas@kag.com,Savings,5777.13,9/25/2019,2/16/2023,3689,12/23/2023,Transfer,3407.12,2370.01,67,3689,26228.26,Auto,9.31,48,2/10/2020,Rejected,3689,AMEX,9697.88,2161.87,108.09,1/31/2023,6/26/2023,382,3689,1/12/2023,Praise,Pending,10/4/2023
3690,Margaret,Torres,47,Female,Address_3690,Colorado Springs,19458798543,margaret.torres@kag.com,Savings,2395.56,10/4/2022,10/26/2023,3690,7/31/2023,Withdrawal,3653.77,-1258.21,74,3690,11264.38,Auto,2.88,60,1/5/2021,Approved,3690,AMEX,4297.3,576.49,28.82,5/13/2023,7/31/2023,5250,3690,6/8/2023,Complaint,Resolved,11/9/2023
3691,Andrew,Williams,23,Female,Address_3691,New York,19458798544,andrew.williams@kag.com,Current,2011.78,10/25/2017,1/11/2023,3691,5/30/2023,Deposit,2533.69,4545.47,70,3691,15009.91,Auto,4.98,60,4/7/2021,Approved,3691,MasterCard,3388.36,1340.73,67.04,12/21/2023,12/3/2023,3904,3691,2/14/2023,Praise,Pending,6/9/2023
3692,Brian,Campbell,52,Other,Address_3692,San Antonio,19458798545,brian.campbell@kag.com,Current,1028.19,1/18/2013,10/2/2023,3692,10/1/2023,Transfer,4839.04,-3810.85,20,3692,41778,Personal,7.57,48,4/18/2022,Approved,3692,AMEX,9978.3,2063.83,103.19,7/13/2023,4/22/2023,1684,3692,6/15/2023,Praise,Resolved,3/20/2023
3693,David,Walker,44,Male,Address_3693,Detroit,19458798546,david.walker@kag.com,Savings,3523.95,7/2/2009,1/4/2023,3693,4/25/2023,Withdrawal,2453.18,5977.13,35,3693,34701.92,Auto,7.09,12,12/17/2020,Approved,3693,Visa,3908.95,2936.91,146.85,7/7/2023,11/28/2023,3549,3693,7/13/2023,Suggestion,Pending,7/31/2023
3694,Donna,Gonzalez,37,Other,Address_3694,San Antonio,19458798547,donna.gonzalez@kag.com,Savings,5463.06,2/6/2007,6/15/2023,3694,7/22/2023,Transfer,1299.22,6762.28,48,3694,36695.91,Auto,9.61,36,5/2/2020,Approved,3694,MasterCard,4595.66,4671.63,233.58,2/20/2023,1/31/2023,3935,3694,8/15/2023,Complaint,Resolved,5/15/2023
3695,Ashley,Thomas,66,Female,Address_3695,San Antonio,19458798548,ashley.thomas@kag.com,Current,1677.34,4/15/2016,7/20/2023,3695,1/6/2023,Transfer,55.21,1732.55,43,3695,4358.33,Auto,9.69,24,12/5/2020,Approved,3695,AMEX,1087.88,368.88,18.44,1/22/2023,11/8/2023,1966,3695,3/27/2023,Praise,Resolved,4/25/2023
3696,Amanda,Nelson,55,Female,Address_3696,San Diego,19458798549,amanda.nelson@kag.com,Savings,2084.31,9/21/2017,6/11/2023,3696,11/19/2023,Deposit,4337.83,-2253.52,20,3696,36709.07,Mortgage,6.14,12,7/7/2021,Closed,3696,AMEX,2904.37,3104.62,155.23,11/8/2023,9/20/2023,7895,3696,5/21/2023,Praise,Resolved,4/14/2023
3697,Kimberly,Lee,57,Female,Address_3697,Indianapolis,19458798550,kimberly.lee@kag.com,Current,3972.28,8/11/2014,11/3/2023,3697,5/5/2023,Withdrawal,1982.59,1989.69,56,3697,25078.95,Personal,7.77,36,7/4/2021,Closed,3697,MasterCard,7980.79,383.28,19.16,3/27/2023,3/2/2023,2212,3697,6/20/2023,Praise,Resolved,4/28/2023
3698,Emily,Johnson,31,Male,Address_3698,Chicago,19458798551,emily.johnson@kag.com,Current,4946.36,9/3/2011,8/27/2023,3698,11/4/2023,Deposit,3914.86,1031.5,3,3698,23498.05,Mortgage,4.47,48,3/6/2020,Rejected,3698,MasterCard,7350.22,2966.46,148.32,6/7/2023,10/17/2023,5082,3698,7/23/2023,Praise,Pending,4/2/2023
3699,Michael,Clark,27,Male,Address_3699,Jacksonville,19458798552,michael.clark@kag.com,Current,7646.6,1/23/2007,4/14/2023,3699,7/17/2023,Withdrawal,3871.53,11518.13,68,3699,21218.72,Mortgage,4.86,24,12/23/2022,Rejected,3699,Visa,4608.77,3018.34,150.92,8/5/2023,6/17/2023,8293,3699,9/24/2023,Suggestion,Pending,1/3/2023
3700,Michael,Nguyen,69,Female,Address_3700,San Antonio,19458798553,michael.nguyen@kag.com,Savings,5709.62,7/17/2000,12/5/2023,3700,7/26/2023,Deposit,227.4,5937.02,11,3700,42737.95,Mortgage,1.94,12,9/1/2022,Closed,3700,Visa,9265.39,1948.77,97.44,12/21/2023,10/31/2023,9539,3700,5/30/2023,Complaint,Resolved,6/28/2023
3701,Betty,Sanchez,59,Other,Address_3701,Nashville,19458798554,betty.sanchez@kag.com,Current,6215.24,5/29/2022,2/6/2023,3701,1/3/2023,Deposit,4109.65,2105.59,62,3701,9695.73,Mortgage,7.06,48,9/15/2020,Rejected,3701,Visa,5889.64,260.21,13.01,4/13/2023,5/29/2023,7837,3701,7/1/2023,Suggestion,Resolved,4/30/2023
3702,Amanda,Nguyen,32,Female,Address_3702,Atlanta,19458798555,amanda.nguyen@kag.com,Current,6992.48,2/5/2001,8/12/2023,3702,3/7/2023,Deposit,1452.85,5539.63,61,3702,40891.62,Mortgage,3.44,24,10/10/2021,Approved,3702,Visa,6660.9,4105.24,205.26,8/4/2023,11/29/2023,8325,3702,10/29/2023,Suggestion,Pending,5/2/2023
3703,Joseph,Rivera,57,Female,Address_3703,Milwaukee,19458798556,joseph.rivera@kag.com,Savings,4564.73,5/29/2010,2/28/2023,3703,7/27/2023,Withdrawal,4207.74,8772.47,95,3703,46487.87,Personal,1.72,48,7/8/2021,Closed,3703,Visa,8231.68,1685.27,84.26,12/7/2023,2/18/2023,9000,3703,8/29/2023,Complaint,Resolved,4/19/2023
3704,Kenneth,Harris,60,Male,Address_3704,El Paso,19458798557,kenneth.harris@kag.com,Savings,3497.02,1/17/2000,12/30/2023,3704,10/5/2023,Deposit,2465.94,1031.08,58,3704,9243.7,Auto,1.88,60,3/22/2021,Approved,3704,MasterCard,7330.75,298.89,14.94,2/4/2023,12/28/2023,5518,3704,10/25/2023,Complaint,Pending,10/3/2023
3705,Daniel,Hernandez,65,Male,Address_3705,Portland,19458798558,daniel.hernandez@kag.com,Current,8024.17,9/23/2012,8/8/2023,3705,4/23/2023,Transfer,2962.04,10986.21,29,3705,49980.2,Mortgage,7.5,60,9/12/2021,Rejected,3705,MasterCard,2343.78,265.03,13.25,10/16/2023,5/10/2023,8038,3705,8/28/2023,Complaint,Resolved,5/26/2023
3706,Michelle,Davis,20,Male,Address_3706,Washington,19458798559,michelle.davis@kag.com,Savings,8300.37,4/2/2008,12/27/2023,3706,5/19/2023,Deposit,515.84,8816.21,38,3706,49536.18,Personal,3.06,36,9/29/2022,Approved,3706,MasterCard,5303.26,437.69,21.88,4/11/2023,11/24/2023,6436,3706,1/18/2023,Complaint,Resolved,4/6/2023
3707,William,Davis,32,Male,Address_3707,Colorado Springs,19458798560,william.davis@kag.com,Savings,1624.42,11/10/2002,10/1/2023,3707,6/13/2023,Transfer,1902.65,-278.23,84,3707,31444.63,Mortgage,7.93,24,6/24/2022,Rejected,3707,MasterCard,6431.56,4329.04,216.45,2/28/2023,1/20/2023,6630,3707,7/16/2023,Complaint,Resolved,11/20/2023
3708,Deborah,Allen,62,Female,Address_3708,Portland,19458798561,deborah.allen@kag.com,Current,9538.36,3/3/2015,1/25/2023,3708,11/5/2023,Withdrawal,4854.76,4683.6,88,3708,14158.21,Auto,9.15,60,12/22/2020,Closed,3708,Visa,1458.33,2369.19,118.46,1/26/2023,5/27/2023,6720,3708,1/28/2023,Complaint,Pending,6/10/2023
3709,Emily,Miller,48,Other,Address_3709,Houston,19458798562,emily.miller@kag.com,Savings,9306.24,4/27/2014,7/26/2023,3709,11/28/2023,Transfer,4630.19,13936.43,87,3709,22051.63,Mortgage,4.07,48,6/9/2022,Approved,3709,AMEX,3209.55,4363.96,218.2,9/15/2023,5/6/2023,9369,3709,12/27/2023,Praise,Pending,7/1/2023
3710,Margaret,Nguyen,28,Female,Address_3710,Las Vegas,19458798563,margaret.nguyen@kag.com,Current,8721.69,1/12/2022,1/25/2023,3710,6/17/2023,Transfer,4971.06,3750.63,22,3710,9348.78,Personal,8.14,36,2/1/2020,Closed,3710,Visa,8050.3,3744.11,187.21,2/13/2023,3/30/2023,4145,3710,12/26/2023,Complaint,Resolved,4/30/2023
3711,Steven,Lee,63,Female,Address_3711,El Paso,19458798564,steven.lee@kag.com,Savings,4284.32,5/15/2020,3/25/2023,3711,2/4/2023,Transfer,2555.98,1728.34,86,3711,6889.91,Auto,4.86,60,12/27/2022,Rejected,3711,MasterCard,9596.02,70.29,3.51,8/23/2023,6/7/2023,4726,3711,9/6/2023,Praise,Pending,6/14/2023
3712,Nancy,Davis,56,Other,Address_3712,Denver,19458798565,nancy.davis@kag.com,Current,8437.57,3/16/2002,9/5/2023,3712,2/12/2023,Transfer,4093.19,4344.38,41,3712,35497.45,Auto,7.95,36,10/8/2021,Approved,3712,MasterCard,9823.1,1523.95,76.2,10/8/2023,10/3/2023,5661,3712,12/20/2023,Suggestion,Pending,2/22/2023
3713,Joshua,Lee,36,Female,Address_3713,Chicago,19458798566,joshua.lee@kag.com,Savings,6317.78,8/19/2010,9/5/2023,3713,10/28/2023,Transfer,2280.69,4037.09,84,3713,29412.46,Auto,3.76,24,4/7/2022,Rejected,3713,Visa,7462.78,2611.7,130.58,10/1/2023,10/14/2023,5281,3713,6/23/2023,Praise,Resolved,9/20/2023
3714,Kimberly,Martin,32,Other,Address_3714,Portland,19458798567,kimberly.martin@kag.com,Current,2133.41,9/5/2019,2/20/2023,3714,6/18/2023,Withdrawal,4707.59,6841,63,3714,28615.12,Auto,9.38,60,2/16/2021,Approved,3714,AMEX,7321.16,149.08,7.45,7/3/2023,8/3/2023,5871,3714,1/18/2023,Praise,Pending,9/2/2023
3715,Betty,Davis,55,Male,Address_3715,Chicago,19458798568,betty.davis@kag.com,Savings,7771.34,3/13/2007,1/10/2023,3715,11/16/2023,Withdrawal,4930.09,12701.43,38,3715,13140.28,Auto,9.88,60,12/23/2022,Approved,3715,AMEX,7356.01,4791.57,239.58,3/21/2023,8/17/2023,6189,3715,1/3/2023,Praise,Resolved,1/17/2023
3716,Paul,Rivera,37,Male,Address_3716,Louisville,19458798569,paul.rivera@kag.com,Current,4120.34,3/22/2020,6/26/2023,3716,9/28/2023,Withdrawal,4390.19,8510.53,50,3716,12510.41,Mortgage,4.48,12,5/23/2022,Rejected,3716,Visa,3666.5,4547.03,227.35,9/16/2023,5/19/2023,5698,3716,9/10/2023,Complaint,Pending,10/26/2023
3717,John,Walker,39,Male,Address_3717,San Francisco,19458798570,john.walker@kag.com,Savings,2992.43,12/21/2018,5/5/2023,3717,10/27/2023,Withdrawal,3109.6,6102.03,7,3717,49496.98,Personal,2.79,12,6/22/2020,Closed,3717,MasterCard,4699.03,1179.43,58.97,2/19/2023,9/16/2023,5371,3717,12/21/2023,Suggestion,Pending,9/5/2023
3718,Patricia,Roberts,24,Other,Address_3718,Milwaukee,19458798571,patricia.roberts@kag.com,Savings,8795.09,3/8/2005,6/15/2023,3718,2/11/2023,Withdrawal,4944.88,13739.97,24,3718,31809.92,Personal,7.17,24,4/1/2020,Approved,3718,AMEX,2613.95,1829.39,91.47,5/27/2023,11/11/2023,6329,3718,5/23/2023,Suggestion,Pending,1/8/2023
3719,Paul,Lewis,31,Female,Address_3719,Jacksonville,19458798572,paul.lewis@kag.com,Current,8636.55,12/9/2011,12/14/2023,3719,7/6/2023,Withdrawal,4918.88,3717.67,46,3719,41153.32,Personal,6.25,24,7/30/2020,Closed,3719,AMEX,5231.67,3633.93,181.7,4/22/2023,2/25/2023,5874,3719,1/30/2023,Suggestion,Pending,5/27/2023
3720,James,Mitchell,21,Male,Address_3720,Washington,19458798573,james.mitchell@kag.com,Savings,8657.3,11/17/2000,5/6/2023,3720,3/26/2023,Deposit,2380.64,11037.94,25,3720,19547.08,Mortgage,9.92,12,3/21/2021,Closed,3720,MasterCard,1365.57,86,4.3,12/25/2023,8/20/2023,3558,3720,2/20/2023,Suggestion,Resolved,1/28/2023
3721,James,Rodriguez,26,Male,Address_3721,Baltimore,19458798574,james.rodriguez@kag.com,Current,8609.28,6/21/2006,10/29/2023,3721,1/4/2023,Transfer,1525.82,7083.46,78,3721,42340.37,Personal,8.3,60,10/14/2022,Closed,3721,Visa,8460.18,1124.53,56.23,3/14/2023,2/24/2023,9580,3721,2/3/2023,Suggestion,Resolved,5/21/2023
3722,Timothy,Anderson,56,Female,Address_3722,Nashville,19458798575,timothy.anderson@kag.com,Savings,5586.87,7/5/2011,9/4/2023,3722,11/23/2023,Withdrawal,945.23,4641.64,29,3722,36396.66,Mortgage,8.52,36,1/30/2020,Closed,3722,Visa,9527.13,2564.31,128.22,6/30/2023,7/18/2023,3724,3722,8/22/2023,Suggestion,Pending,2/6/2023
3723,Sarah,Robinson,42,Male,Address_3723,Mesa,19458798576,sarah.robinson@kag.com,Savings,6207.51,1/2/2005,3/11/2023,3723,10/12/2023,Deposit,3388.29,2819.22,67,3723,18156.1,Auto,7.54,24,10/13/2020,Approved,3723,Visa,2243.32,1814.89,90.74,5/2/2023,5/13/2023,7196,3723,4/19/2023,Praise,Resolved,3/8/2023
3724,Christopher,Sanchez,64,Male,Address_3724,El Paso,19458798577,christopher.sanchez@kag.com,Current,9493.77,1/25/2016,1/11/2023,3724,9/19/2023,Withdrawal,183.64,9677.41,93,3724,36167.03,Auto,4.16,12,11/11/2021,Closed,3724,MasterCard,5363.56,552.09,27.6,6/23/2023,7/31/2023,7092,3724,10/9/2023,Suggestion,Resolved,3/14/2023
3725,Mark,Martinez,52,Other,Address_3725,Kansas City,19458798578,mark.martinez@kag.com,Savings,1380.48,10/20/2009,3/24/2023,3725,7/28/2023,Withdrawal,3821.5,5201.98,80,3725,46355.51,Auto,9.42,36,6/17/2021,Approved,3725,AMEX,4955.72,2774.48,138.72,8/3/2023,9/17/2023,8649,3725,7/15/2023,Complaint,Resolved,6/25/2023
3726,Elizabeth,Lewis,54,Female,Address_3726,Fort Worth,19458798579,elizabeth.lewis@kag.com,Current,8081.99,2/1/2007,6/9/2023,3726,9/12/2023,Deposit,266.09,7815.9,85,3726,11472.84,Personal,5.19,12,1/9/2020,Closed,3726,MasterCard,7711.97,4111.51,205.58,4/9/2023,11/30/2023,9616,3726,2/26/2023,Complaint,Resolved,6/19/2023
3727,Karen,Thomas,66,Other,Address_3727,Boston,19458798580,karen.thomas@kag.com,Savings,5310.05,5/24/2018,2/27/2023,3727,7/13/2023,Withdrawal,1334.21,6644.26,22,3727,27834,Personal,4.59,48,6/7/2020,Closed,3727,AMEX,5629.59,1155.81,57.79,9/20/2023,2/10/2023,542,3727,3/8/2023,Praise,Pending,5/22/2023
3728,Betty,Scott,44,Male,Address_3728,Oklahoma City,19458798581,betty.scott@kag.com,Current,9786.23,3/30/2004,12/7/2023,3728,3/22/2023,Transfer,2495.01,7291.22,85,3728,48365.87,Personal,2.75,60,5/23/2020,Rejected,3728,AMEX,5021.3,1113.01,55.65,11/22/2023,5/27/2023,8071,3728,1/29/2023,Suggestion,Pending,8/16/2023
3729,Andrew,Martin,45,Male,Address_3729,San Antonio,19458798582,andrew.martin@kag.com,Savings,6428.32,8/25/2000,3/20/2023,3729,4/3/2023,Transfer,496.19,5932.13,86,3729,41248.5,Personal,3.74,36,3/13/2022,Rejected,3729,Visa,2257.47,353.6,17.68,2/11/2023,10/8/2023,2141,3729,10/27/2023,Suggestion,Pending,8/2/2023
3730,Kevin,Hall,41,Female,Address_3730,Memphis,19458798583,kevin.hall@kag.com,Savings,1709.19,4/30/2000,7/4/2023,3730,5/19/2023,Deposit,191.13,1900.32,9,3730,31394.27,Auto,1.02,12,7/6/2022,Rejected,3730,MasterCard,3573.01,2771.41,138.57,1/29/2023,9/20/2023,9958,3730,2/4/2023,Suggestion,Resolved,1/26/2023
3731,Timothy,Torres,50,Male,Address_3731,Memphis,19458798584,timothy.torres@kag.com,Current,8173.36,1/26/2012,3/18/2023,3731,8/6/2023,Withdrawal,2404.21,5769.15,87,3731,4418.51,Mortgage,6.94,36,1/19/2022,Approved,3731,Visa,6289.92,2023.42,101.17,3/10/2023,5/25/2023,9692,3731,10/8/2023,Complaint,Resolved,11/11/2023
3732,Donald,Perez,50,Other,Address_3732,San Jose,19458798585,donald.perez@kag.com,Savings,6759.45,7/2/2000,3/12/2023,3732,9/1/2023,Transfer,4434.91,2324.54,49,3732,20909.84,Mortgage,6.45,48,4/27/2020,Closed,3732,AMEX,1366.49,3159.86,157.99,11/29/2023,7/7/2023,4086,3732,10/1/2023,Praise,Resolved,5/7/2023
3733,Anthony,Miller,33,Other,Address_3733,Chicago,19458798586,anthony.miller@kag.com,Savings,1574.39,9/1/2014,4/26/2023,3733,4/13/2023,Deposit,2047.49,3621.88,73,3733,32887.51,Personal,4.63,48,9/17/2022,Rejected,3733,AMEX,4002.91,173.58,8.68,9/8/2023,4/20/2023,6965,3733,11/7/2023,Complaint,Pending,8/20/2023
3734,William,Thompson,40,Female,Address_3734,Los Angeles,19458798587,william.thompson@kag.com,Current,189.02,11/28/2004,7/4/2023,3734,2/1/2023,Transfer,1009.39,1198.41,96,3734,21073.43,Auto,9.7,60,5/20/2020,Closed,3734,Visa,2289.25,3200.33,160.02,7/26/2023,6/25/2023,4300,3734,2/26/2023,Complaint,Pending,4/22/2023
3735,Ronald,Green,63,Female,Address_3735,Indianapolis,19458798588,ronald.green@kag.com,Savings,5482.11,11/25/2000,11/19/2023,3735,12/9/2023,Deposit,2047.67,3434.44,36,3735,49857.11,Auto,7.24,12,1/1/2022,Approved,3735,MasterCard,1684.81,4658.97,232.95,12/29/2023,4/27/2023,2842,3735,7/27/2023,Complaint,Pending,8/23/2023
3736,Ronald,Flores,28,Male,Address_3736,Baltimore,19458798589,ronald.flores@kag.com,Current,2490.74,6/18/2013,1/15/2023,3736,2/20/2023,Deposit,3615.95,-1125.21,5,3736,37916.25,Mortgage,3.18,12,5/11/2021,Approved,3736,MasterCard,4836.19,4109.16,205.46,11/29/2023,8/6/2023,566,3736,9/22/2023,Praise,Resolved,10/19/2023
3737,Donna,Lewis,63,Female,Address_3737,Kansas City,19458798590,donna.lewis@kag.com,Savings,8685.69,7/27/2003,12/6/2023,3737,8/26/2023,Transfer,216.4,8902.09,90,3737,10167.01,Auto,4.41,12,6/27/2020,Approved,3737,MasterCard,3749.6,1726.54,86.33,4/15/2023,8/31/2023,9515,3737,2/17/2023,Complaint,Resolved,4/25/2023
3738,Robert,Thomas,57,Female,Address_3738,Philadelphia,19458798591,robert.thomas@kag.com,Savings,2584.21,6/19/2020,1/3/2023,3738,2/9/2023,Withdrawal,163.42,2420.79,4,3738,25028.93,Personal,5.64,24,7/23/2022,Rejected,3738,Visa,6146.97,552.78,27.64,3/17/2023,1/3/2023,9545,3738,3/24/2023,Praise,Pending,6/4/2023
3739,Linda,Nguyen,36,Male,Address_3739,San Antonio,19458798592,linda.nguyen@kag.com,Current,6662.28,3/17/2020,2/27/2023,3739,9/14/2023,Deposit,2319.28,8981.56,24,3739,19814.64,Auto,5.91,60,3/11/2020,Approved,3739,Visa,2844.63,2692.28,134.61,10/3/2023,7/13/2023,6316,3739,2/27/2023,Complaint,Resolved,5/20/2023
3740,Kimberly,Ramirez,51,Male,Address_3740,Phoenix,19458798593,kimberly.ramirez@kag.com,Current,3516.79,12/26/2015,10/10/2023,3740,8/11/2023,Transfer,3386.7,130.09,41,3740,30098.32,Mortgage,3.48,48,5/20/2021,Rejected,3740,AMEX,1499.17,1418.98,70.95,11/25/2023,12/2/2023,3279,3740,11/25/2023,Praise,Pending,6/13/2023
3741,Deborah,Mitchell,40,Other,Address_3741,San Antonio,19458798594,deborah.mitchell@kag.com,Savings,3568.15,7/10/2007,7/7/2023,3741,1/6/2023,Transfer,3072.65,495.5,14,3741,22881.66,Mortgage,3.24,60,12/29/2021,Closed,3741,MasterCard,1316.04,53.87,2.69,8/1/2023,6/29/2023,4320,3741,12/1/2023,Suggestion,Resolved,2/24/2023
3742,Barbara,Nguyen,27,Other,Address_3742,Fresno,19458798595,barbara.nguyen@kag.com,Current,1899.97,4/4/2011,9/16/2023,3742,4/5/2023,Transfer,3192.73,5092.7,91,3742,12657.14,Personal,3.69,24,10/14/2022,Approved,3742,Visa,4885.99,2043.3,102.16,11/29/2023,7/23/2023,6681,3742,2/6/2023,Suggestion,Resolved,9/16/2023
3743,Donna,Walker,54,Female,Address_3743,Albuquerque,19458798596,donna.walker@kag.com,Savings,5076.95,1/6/2018,6/24/2023,3743,9/29/2023,Deposit,836.93,5913.88,12,3743,36494.19,Personal,9.67,12,3/5/2020,Rejected,3743,AMEX,1070.48,2699.8,134.99,9/18/2023,11/13/2023,9465,3743,5/10/2023,Suggestion,Resolved,12/17/2023
3744,James,Wilson,64,Male,Address_3744,San Jose,19458798597,james.wilson@kag.com,Savings,5834.79,1/6/2000,3/6/2023,3744,5/26/2023,Withdrawal,2698.29,8533.08,82,3744,6226.39,Mortgage,4.24,48,12/9/2022,Rejected,3744,Visa,1504.01,3877.38,193.87,4/11/2023,5/7/2023,2072,3744,5/2/2023,Complaint,Pending,8/24/2023
3745,Donald,Allen,18,Female,Address_3745,Baltimore,19458798598,donald.allen@kag.com,Current,5852.04,8/3/2017,1/11/2023,3745,11/24/2023,Transfer,1895.83,7747.87,44,3745,27074.57,Personal,4.37,12,3/5/2021,Rejected,3745,AMEX,4090.71,4898.64,244.93,12/15/2023,4/28/2023,7759,3745,12/3/2023,Suggestion,Pending,1/19/2023
3746,Patricia,Rodriguez,19,Other,Address_3746,Boston,19458798599,patricia.rodriguez@kag.com,Current,8580.44,4/16/2010,10/8/2023,3746,8/17/2023,Transfer,561.37,9141.81,9,3746,16197.84,Mortgage,7.48,24,10/17/2020,Rejected,3746,MasterCard,9465.55,4333.08,216.65,6/19/2023,5/22/2023,6822,3746,11/12/2023,Praise,Resolved,5/26/2023
3747,Ronald,Clark,68,Female,Address_3747,Nashville,19458798600,ronald.clark@kag.com,Current,6558.24,3/9/2015,7/10/2023,3747,8/19/2023,Deposit,649.03,7207.27,66,3747,48360.02,Mortgage,2.46,24,4/10/2022,Closed,3747,AMEX,7438.32,2707.63,135.38,4/11/2023,11/25/2023,4033,3747,9/24/2023,Complaint,Resolved,8/29/2023
3748,Brian,White,39,Other,Address_3748,Nashville,19458798601,brian.white@kag.com,Current,7428.35,12/9/2020,1/4/2023,3748,2/18/2023,Withdrawal,3230.26,10658.61,38,3748,15874.51,Personal,6.79,12,5/15/2022,Approved,3748,Visa,7656.08,4033.56,201.68,11/27/2023,5/5/2023,2709,3748,9/18/2023,Complaint,Resolved,11/30/2023
3749,Stephanie,Gonzalez,34,Other,Address_3749,Louisville,19458798602,stephanie.gonzalez@kag.com,Savings,3302.14,7/21/2004,12/5/2023,3749,12/29/2023,Deposit,4786.53,8088.67,96,3749,17706.14,Auto,7,12,4/10/2021,Rejected,3749,Visa,2535.92,4146.02,207.3,11/7/2023,3/19/2023,219,3749,4/13/2023,Praise,Resolved,2/20/2023
3750,Robert,Sanchez,64,Female,Address_3750,Oklahoma City,19458798603,robert.sanchez@kag.com,Savings,4264.79,2/6/2016,2/23/2023,3750,9/8/2023,Withdrawal,540.44,4805.23,77,3750,35647.27,Mortgage,1.58,36,1/31/2020,Approved,3750,MasterCard,6133.33,4833.56,241.68,10/15/2023,3/8/2023,4227,3750,9/5/2023,Suggestion,Pending,9/10/2023
3751,Ashley,Lewis,41,Other,Address_3751,Fresno,19458798604,ashley.lewis@kag.com,Current,281.1,1/20/2001,3/1/2023,3751,10/22/2023,Deposit,2479.5,-2198.4,57,3751,7295.29,Mortgage,2.71,48,2/29/2020,Rejected,3751,MasterCard,3078.89,1234.8,61.74,12/16/2023,8/30/2023,9645,3751,7/29/2023,Praise,Resolved,11/10/2023
3752,Nancy,Carter,67,Other,Address_3752,Phoenix,19458798605,nancy.carter@kag.com,Savings,883.18,6/22/2015,6/5/2023,3752,2/27/2023,Withdrawal,1247.15,-363.97,47,3752,16906.63,Mortgage,5.2,48,2/22/2022,Rejected,3752,Visa,5664.68,1259.2,62.96,12/12/2023,1/5/2023,4161,3752,4/26/2023,Suggestion,Resolved,12/13/2023
3753,Michael,Nelson,38,Male,Address_3753,Seattle,19458798606,michael.nelson@kag.com,Current,3912.68,4/19/2013,5/18/2023,3753,7/18/2023,Transfer,1415.23,2497.45,55,3753,35099.83,Personal,8.52,60,10/17/2022,Rejected,3753,Visa,8320.05,1092.78,54.64,6/16/2023,11/15/2023,5098,3753,6/30/2023,Suggestion,Pending,8/22/2023
3754,William,Ramirez,57,Female,Address_3754,Colorado Springs,19458798607,william.ramirez@kag.com,Savings,2176.36,5/14/2020,6/13/2023,3754,6/19/2023,Deposit,1130.03,3306.39,88,3754,2506.93,Auto,7.59,60,10/19/2020,Rejected,3754,MasterCard,4884.83,4505.97,225.3,9/18/2023,2/28/2023,1718,3754,5/1/2023,Praise,Resolved,3/9/2023
3755,Brian,Ramirez,46,Female,Address_3755,Austin,19458798608,brian.ramirez@kag.com,Current,8148.3,2/21/2008,3/21/2023,3755,10/28/2023,Withdrawal,2733,10881.3,2,3755,16239.03,Personal,8.86,24,11/14/2022,Rejected,3755,Visa,3058.1,3420.28,171.01,12/25/2023,11/10/2023,9893,3755,6/11/2023,Complaint,Resolved,6/23/2023
